policy,role,ratio,cdf_percent,count
fifo,all,1.1159366279821208,59.183673469387756,392
fifo,all,1.1164109927888934,59.43877551020408,392
fifo,all,1.1169679942882278,59.69387755102041,392
fifo,all,1.1184389258582197,59.94897959183673,392
fifo,all,1.1186316667632867,60.204081632653065,392
fifo,all,1.1193569120188431,60.45918367346939,392
fifo,all,1.12021876133857,60.714285714285715,392
fifo,all,1.1315654327586608,60.96938775510204,392
fifo,all,1.1328683642050255,61.224489795918366,392
fifo,all,1.1332712525201274,61.47959183673469,392
fifo,all,1.1341931392650397,61.734693877551024,392
fifo,all,1.1363914569609608,61.98979591836735,392
fifo,all,1.1369334919942407,62.244897959183675,392
fifo,all,1.1374045727921684,62.5,392
fifo,all,1.1376167449484826,62.755102040816325,392
fifo,all,1.139952886673085,63.01020408163265,392
fifo,all,1.1405811441479594,63.265306122448976,392
fifo,all,1.1411786492665525,63.52040816326531,392
fifo,all,1.1411990318674659,63.775510204081634,392
fifo,all,1.1422083037217037,64.03061224489795,392
fifo,all,1.142299664568864,64.28571428571429,392
fifo,all,1.1433693451154388,64.54081632653062,392
fifo,all,1.1437468039614613,64.79591836734694,392
fifo,all,1.1442284188484633,65.05102040816327,392
fifo,all,1.1450239350254992,65.3061224489796,392
fifo,all,1.1450884130422505,65.56122448979592,392
fifo,all,1.1462465962527206,65.81632653061224,392
fifo,all,1.1495442348857485,66.07142857142857,392
fifo,all,1.153968506914999,66.3265306122449,392
fifo,all,1.1541571898526015,66.58163265306122,392
fifo,all,1.1566372151188455,66.83673469387755,392
fifo,all,1.1590057565286924,67.09183673469387,392
fifo,all,1.1628254585169224,67.34693877551021,392
fifo,all,1.1635370730822805,67.60204081632654,392
fifo,all,1.1663437351537114,67.85714285714286,392
fifo,all,1.1678797636170617,68.11224489795919,392
fifo,all,1.1680165201355945,68.36734693877551,392
fifo,all,1.1680719277414668,68.62244897959184,392
fifo,all,1.1683186653238398,68.87755102040816,392
fifo,all,1.1684924957804876,69.13265306122449,392
fifo,all,1.1690067647056497,69.38775510204081,392
fifo,all,1.170854946715937,69.64285714285714,392
fifo,all,1.1755425262994543,69.89795918367346,392
fifo,all,1.1772499315931553,70.15306122448979,392
fifo,all,1.177385612396919,70.40816326530613,392
fifo,all,1.1850531988362585,70.66326530612245,392
fifo,all,1.1856429065145002,70.91836734693878,392
fifo,all,1.1875640097812112,71.1734693877551,392
fifo,all,1.1880062984123876,71.42857142857143,392
fifo,all,1.1890535172056282,71.68367346938776,392
fifo,all,1.1914918442943947,71.93877551020408,392
fifo,all,1.1922083965993175,72.1938775510204,392
fifo,all,1.1929219660492827,72.44897959183673,392
fifo,all,1.193024306294417,72.70408163265306,392
fifo,all,1.1966836579533189,72.95918367346938,392
fifo,all,1.1968871374377523,73.21428571428571,392
fifo,all,1.200215445114563,73.46938775510205,392
fifo,all,1.2035595130731729,73.72448979591837,392
fifo,all,1.2052329610459074,73.9795918367347,392
fifo,all,1.205773684281743,74.23469387755102,392
fifo,all,1.2079806692064239,74.48979591836735,392
fifo,all,1.211850830590795,74.74489795918367,392
fifo,all,1.2127022858256518,75.0,392
fifo,all,1.2146825951044702,75.25510204081633,392
fifo,all,1.2151424613615887,75.51020408163265,392
fifo,all,1.2167757265382009,75.76530612244898,392
fifo,all,1.2175239304517607,76.0204081632653,392
