case,label,block,start_s,end_s,duration_ms,npu_utilization_pct,ssd_mean_utilization_pct,npu_link_mean_utilization_pct,compute_busy_npu_ms,ssd_busy_ssu_ms,ssd_served_gb,npu_link_busy_npu_ms,npu_link_served_gb,admitted_request_count,admitted_compute_ms,admitted_io_gb,admitted_compute_ms_per_io_gb,admitted_io_per_compute_gbps,admitted_mean_raw_demand_gbps,inferred_compute_inventory_drop_ms,request_weighted_slo_alpha2_pct,ssd_outstanding_blocks_start,ssd_outstanding_blocks_end,ssd_outstanding_blocks_delta,ssd_outstanding_gb_start,ssd_outstanding_gb_end,ssd_outstanding_gb_delta,npu_link_outstanding_blocks_start,npu_link_outstanding_blocks_end,npu_link_outstanding_blocks_delta,npu_link_outstanding_gb_start,npu_link_outstanding_gb_end,npu_link_outstanding_gb_delta,active_remaining_compute_inventory_supported,active_remaining_compute_ms
adaptive_t0_i100ms,Adaptive 100 ms,47,23.5,24.0,500.0,65.12803013369708,94.33926582336424,9.438046036453215,10420.484821391408,1886.7853164672852,75.4714126586914,1510.0873658325145,75.50436829162572,31,17645.198561106576,80.5596923828125,219.03259606874067,4.5655305098340815,26.448045141516904,-7224.713739715167,83.87096774193549,6593,10404,3811,1.1058159942488488,1.745739089951974,0.639923095703125,200,4,-196,0.03331205301874648,0.00044797281880382356,-0.03286408019994265,False,
adaptive_t0_i100ms,Adaptive 100 ms,48,24.0,24.5,500.0,91.85540411640686,94.78462536443912,9.478479098661454,14696.864658624865,1895.6925072887825,75.82770029155154,1516.5566557858328,75.82783278929165,28,14911.551721822843,74.8018798828125,199.34728572575787,5.016371285715424,23.63877282783525,-214.6870631979782,82.14285714285714,10404,3100,-7304,1.745739089951974,0.5200132857053614,-1.2257258042466126,4,3,-1,0.00044797281880382356,0.0003739725896615943,-7.400022914222929e-05,False,
adaptive_t0_i100ms,Adaptive 100 ms,49,24.5,25.0,500.0,96.56128561257455,86.1290853632352,8.592994649991942,15449.805698011802,1722.5817072647042,68.9032682905879,1374.8791439987108,68.74395719993558,24,9926.274347180099,55.760009765625,178.0178014477225,5.617415740827832,18.2341978775877,5523.531350831703,91.66666666666666,3100,0,-3100,0.5200132857053614,7.50267903359969e-15,-0.520013285705354,3,954,951,0.0003739725896615943,0.15999648456818474,0.15962251197852315,False,
adaptive_t0_i100ms,Adaptive 100 ms,50,25.0,25.5,500.0,86.264133145305,96.02067129047865,9.621662070496907,13802.261303248575,1920.4134258095728,76.81653703238271,1539.4659312795047,76.9732965639752,34,16713.98857824347,85.8797607421875,194.6208097670317,5.138196687173571,23.12854560546543,-2911.7272749948934,88.23529411764706,0,9529,9529,7.50267903359969e-15,1.598914017421783,1.5989140174217755,954,17,-937,0.15999648456818474,0.0028238829952920764,-0.15717260157289273,False,
adaptive_t0_i100ms,Adaptive 100 ms,51,25.5,26.0,500.0,71.68563383533437,95.72182021019998,9.567484820030268,11469.701413653107,1914.4364042039997,76.5774561681601,1530.7975712048428,76.53987856024213,33,12477.715038966802,78.0111083984375,159.94792658550048,6.252034779991023,35.04125791548615,-1008.0136253136952,57.57575757575758,9529,2997,-6532,1.598914017421783,0.5025293214299095,-1.0963846959918737,17,242,225,0.0028238829952920764,0.040391306639869604,0.03756742364457752,False,
adaptive_t0_i100ms,Adaptive 100 ms,52,26.0,26.5,500.0,77.61636807265745,94.53875478025002,9.458888296497117,12418.6188916254,1890.7750956050004,75.63100382419998,1513.4221274395386,75.67110637197695,29,15448.333644981343,83.0196533203125,186.08044031908267,5.374019957633609,24.792968421925146,-3029.7147533559437,82.75862068965517,2997,4792,1795,0.5025293214299095,0.8039366910775502,0.30140736964764075,242,3,-239,0.040391306639869604,0.000411338471533421,-0.039979968168336176,False,
adaptive_t0_i100ms,Adaptive 100 ms,53,26.5,27.0,500.0,92.48897886033141,94.21126071625622,9.418269087032286,14798.236617653201,1884.2252143251244,75.36900857300498,1506.9230539251657,75.34615269625826,27,11986.767199755248,60.497314453125,198.13717861877865,5.047008375566039,24.922425085318334,2811.4694178979535,81.48148148148148,4792,3630,-1162,0.8039366910775502,0.6089240897522619,-0.19501260132528828,3,140,137,0.000411338471533421,0.023208532349965626,0.02279719387843221,False,
adaptive_t0_i100ms,Adaptive 100 ms,54,27.0,27.5,500.0,89.69755914219249,91.81945826183654,9.184815394029828,14351.609462750675,1836.389165236731,73.45556660946932,1469.5704630447726,73.47852315223867,29,12383.946747384858,75.815673828125,163.34283034217182,6.122093010787142,24.87371188838622,1967.6627153658173,89.65517241379311,3630,7650,4020,0.6089240897522619,1.283682797665832,0.6747587079135702,140,5,-135,0.023208532349965626,0.00026704515039702506,-0.0229414871995686,False,
adaptive_t0_i100ms,Adaptive 100 ms,55,27.5,28.0,500.0,75.54107574913192,95.37544631958008,9.537549870564591,12086.57211986087,1907.5089263916016,76.30035705566388,1526.0079792903343,76.30039896451669,32,16446.19134270261,90.7701416015625,181.18503565735878,5.5192195998521205,32.8386810692668,-4359.6192228417385,68.75,7650,7933,283,1.283682797665832,1.3309896213963013,0.04730682373046909,5,2,-3,0.00026704515039702506,0.00011527301649291854,-0.0001517721339041065,False,
adaptive_t0_i100ms,Adaptive 100 ms,56,28.0,28.5,500.0,84.19193226637354,95.65251790417169,9.565247215426643,13470.709162619569,1913.0503580834338,76.52201432333754,1530.439554468263,76.52197772341319,22,9180.528446481032,64.1201171875,143.1770378652824,6.984360166334187,23.606936344487,4290.180716138537,86.36363636363636,7933,10088,2155,1.3309896213963013,1.6928253957151984,0.3618357743188972,2,4,2,0.00011527301649291854,0.0002780525330334349,0.00016277951654051638,False,
adaptive_t0_i100ms,Adaptive 100 ms,57,28.5,29.0,500.0,72.95703162355554,93.49776781665351,9.344807003135337,11673.125059768914,1869.95535633307,74.79821425332261,1495.169120501654,74.75845602508267,30,12782.973996352253,81.0430908203125,157.73058340894806,6.339924562424905,26.26249481666794,-1109.8489365833393,80.0,10088,5580,-4508,1.6928253957151984,0.9362294895603638,-0.7565959061548346,4,242,238,0.0002780525330334349,0.04000928330970315,0.03973123077666972,False,
adaptive_t0_i100ms,Adaptive 100 ms,58,29.0,29.5,500.0,67.99518449318434,96.37650489807129,9.640221674306076,10879.229518909466,1927.5300979614258,77.10120391845703,1542.4354678889722,77.12177339444864,30,8022.746451056646,91.5543212890625,87.62826634612473,11.411842795680553,42.03428190247559,2856.4830678528197,53.333333333333336,5580,5387,-193,0.9362294895603638,0.9035070164158329,-0.032722473144530986,242,116,-126,0.04000928330970315,0.01927959003296828,-0.020729693276734875,False,
adaptive_t0_i100ms,Adaptive 100 ms,59,29.5,30.0,500.0,65.48981625398024,95.86562156677246,9.58895842327388,10478.370600636565,1917.3124313354492,76.69249725341797,1534.2333477238208,76.71166738619101,24,18269.822611755106,69.2159423828125,263.95396758033326,3.788539377403578,22.321603043805506,-7791.452011118541,87.5,5387,9755,4368,0.9035070164158329,1.6370046360447392,0.7334976196289062,116,5,-111,0.01927959003296828,0.0003688566739610174,-0.018910733359007264,False,
adaptive_t0_i100ms,Adaptive 100 ms,60,30.0,30.5,500.0,88.85585099751951,94.52284812927246,9.450407164647231,14216.93615960304,1890.4569625854492,75.61827850341797,1512.065146343557,75.60325731717788,33,15494.151065627257,80.8739013671875,191.58406857708005,5.219640690518428,30.646847866552736,-1277.2149060242173,78.78787878787878,9755,6140,-3615,1.6370046360447392,1.030246518368958,-0.6067581176757812,5,93,88,0.0003688566739610174,0.015481595648455347,0.01511273897449433,False,
adaptive_t0_i100ms,Adaptive 100 ms,61,30.5,31.0,500.0,83.6865266193317,95.65150950219103,9.56493254212919,13389.8442590931,1913.0301900438208,76.52120760175285,1530.3892067406705,76.51946033703354,27,9196.163756875647,62.1529541015625,147.96020381989308,6.758574090755282,29.467620878114488,4193.680502217454,74.07407407407408,6140,5066,-1074,1.030246518368958,0.8499889288231589,-0.18025758954579923,93,103,10,0.015481595648455347,0.01707075812664975,0.0015891624781944023,False,
adaptive_t0_i100ms,Adaptive 100 ms,62,31.0,31.5,500.0,93.59370863702469,93.22964161806013,9.325050720368516,14974.99338192396,1864.5928323612025,74.58371329444822,1492.0081152589628,74.6004057629481,29,10257.515825858747,69.5758056640625,147.42935030297448,6.782909901895053,26.62743066767073,4717.477556065212,79.3103448275862,5066,12436,7370,0.8499889288231589,2.087236632910217,1.237247704087058,103,4,-99,0.01707075812664975,0.0005959644167916201,-0.016474793709858132,False,
adaptive_t0_i100ms,Adaptive 100 ms,63,31.5,32.0,500.0,87.28984233597352,96.74377621221902,9.674428939819336,13966.374773755688,1934.8755242443804,77.39502096977526,1547.9086303710938,77.39543151855469,31,13977.540151892872,79.40087890625,176.03759989100874,5.680604601625654,24.710785564028733,-11.165378137184234,90.32258064516128,12436,6683,-5753,2.087236632910217,1.1214530288576587,-0.965783604052558,4,2,-2,0.0005959644167916201,0.00010768316679163326,-0.0004882812499999867,False,
