label,mode,strategy,seed,start_ms,end_ms,width_ms,U_percent,stall_percent,idle_percent,processing_only_U_percent,compute_npu_ms,stall_npu_ms,idle_npu_ms,all_32_active,cards_with_exhaustion,warm_mixed_cards,mean_long_cards,mean_short_cards,min_card_role_compute_ms,first_card_done_ms,last_card_done_ms,admission_slo_count,admission_slo_passed
raw176_three_l20_fixed_seed67,fixed,baseline,67,2000,4500,2500,91.32982105019983,8.670178949800157,0.0,91.32982105019983,73063.85684015986,6936.143159840125,0.0,True,0,0,20.0,12.000000000000009,0.0,5300.40325925087,6528.741798179555,486,454
raw176_three_l20_fixed_seed67,fixed,baseline,67,2000,5000,3000,91.2830484336973,8.71695156630271,0.0,91.2830484336973,87631.72649634941,8368.2735036506,0.0,True,0,0,20.0,12.0,0.0,5300.40325925087,6528.741798179555,586,544
raw176_three_l20_fixed_seed67,fixed,baseline,67,2000,6000,4000,81.90695985105918,7.162220632421506,10.930819516519296,91.9588115737184,104840.90860935576,9167.642409499527,13991.448981144698,False,20,0,16.502137754713825,11.999999999999998,0.0,5300.40325925087,6528.741798179555,747,700
raw176_three_l20_fixed_seed67,fixed,baseline,67,2000,8000,6000,57.70889984617712,4.774813754947671,37.51628639887523,92.35830670144149,110801.08770466007,9167.642409499527,72031.26988584045,False,32,0,11.001425169809217,8.993363182550716,0.0,5300.40325925087,6528.741798179555,819,772
raw176_three_l20_fixed_seed67,fixed,baseline,67,2000,4350,2350,91.27617529122364,8.723824708776366,0.0,91.27617529122364,68639.68381900017,6560.316180999827,0.0,True,0,0,20.0,12.000000000000005,0.0,5300.40325925087,6528.741798179555,472,441
raw176_three_l20_fixed_seed67,fixed,once,67,0,4000,4000,99.44574759079588,0.5542524092041362,0.0,99.44574759079588,127290.55691621872,709.4430837812944,0.0,True,0,0,19.999999999999982,12.000000000000163,0.0,5255.040235433529,5310.51152553505,927,927
raw176_three_l20_fixed_seed67,fixed,once,67,1000,4000,3000,99.9987996344075,0.001200365592494279,0.0,99.9987996344075,95998.8476490312,1.152350968794508,0.0,True,0,0,19.999999999999982,12.000000000000044,0.0,5255.040235433529,5310.51152553505,691,691
raw176_three_l20_fixed_seed67,fixed,once,67,2000,4000,2000,99.99819945161126,0.0018005483887414187,0.0,99.99819945161126,63998.8476490312,1.152350968794508,0.0,True,0,0,19.99999999999997,12.0,0.0,5255.040235433529,5310.51152553505,464,464
raw176_three_l20_fixed_seed67,fixed,once,67,2000,4250,2250,99.99839951254334,0.0016004874566590388,0.0,99.99839951254334,71998.8476490312,1.152350968794508,0.0,True,0,0,19.999999999999975,12.0,0.0,5255.040235433529,5310.51152553505,524,524
raw176_three_l20_fixed_seed67,fixed,once,67,2000,4500,2500,99.99855956128901,0.0014404387109931349,0.0,99.99855956128901,79998.8476490312,1.152350968794508,0.0,True,0,0,19.999999999999975,11.999999999999996,0.0,5255.040235433529,5310.51152553505,580,580
raw176_three_l20_fixed_seed67,fixed,once,67,2000,5000,3000,99.99337500435733,0.006624995642665017,0.0,99.99337500435733,95993.64000418303,6.359995816958417,0.0,True,0,0,19.999999999999982,11.999999999999998,0.0,5255.040235433529,5310.51152553505,694,694
raw176_three_l20_fixed_seed67,fixed,once,67,2000,6000,4000,82.23230417203126,0.004968746731998763,17.762727081236722,99.99395803562585,105257.34934020002,6.359995816958417,22736.290663983003,False,32,0,16.548000565321733,9.767926768682509,0.0,5255.040235433529,5310.51152553505,749,749
raw176_three_l20_fixed_seed67,fixed,once,67,2000,8000,6000,54.821536114687504,0.0033124978213325087,45.17515138749115,99.99395803562585,105257.34934020002,6.359995816958417,86736.290663983,False,32,0,11.032000376881156,6.511951179121673,0.0,5255.040235433529,5310.51152553505,749,749
raw176_three_l20_fixed_seed67,fixed,once,67,2000,4350,2350,99.99846761839257,0.0015323816074395051,0.0,99.99846761839257,75198.8476490312,1.152350968794508,0.0,True,0,0,19.999999999999975,11.999999999999996,0.0,5255.040235433529,5310.51152553505,557,557
raw176_three_l20_fixed_seed101,fixed,baseline,101,0,4000,4000,90.66410049253209,9.33589950746791,0.0,90.66410049253209,116050.04863044107,11949.951369558927,0.0,True,0,0,20.0,12.000000000000002,0.0,5300.856445286026,6546.351245707869,792,719
raw176_three_l20_fixed_seed101,fixed,baseline,101,1000,4000,3000,91.14625231752811,8.853747682471893,0.0,91.14625231752811,87500.40222482698,8499.597775173017,0.0,True,0,0,19.999999999999996,12.000000000000002,0.0,5300.856445286026,6546.351245707869,594,541
raw176_three_l20_fixed_seed101,fixed,baseline,101,2000,4000,2000,91.23647920118053,8.763520798819478,0.0,91.23647920118053,58391.34668875554,5608.653311244466,0.0,True,0,0,19.999999999999996,11.999999999999993,0.0,5300.856445286026,6546.351245707869,397,355
raw176_three_l20_fixed_seed101,fixed,baseline,101,2000,4250,2250,91.26565269842847,8.734347301571521,0.0,91.26565269842847,65711.2699428685,6288.730057131495,0.0,True,0,0,19.999999999999996,11.999999999999996,0.0,5300.856445286026,6546.351245707869,443,397
raw176_three_l20_fixed_seed101,fixed,baseline,101,2000,4500,2500,91.28102868070091,8.718971319299088,0.0,91.28102868070091,73024.82294456073,6975.177055439271,0.0,True,0,0,19.999999999999996,11.999999999999996,0.0,5300.856445286026,6546.351245707869,493,445
