policy,seed,request_id,npu,total_K,miss,category,admission_ms,completion_ms,TTFT_ms,SLO_base_ms,SLO_multiple
Baseline Random,43,21000011,21,64,2048,SL,3513.909596850591,3714.761740187999,200.85214333740805,200.85214333740902,1.0
Baseline Random,43,21000012,21,128,1024,LL,3714.761740187999,3901.6686180788756,186.90687789087679,186.90687789087698,1.0
Baseline Random,43,21000013,21,32,2048,SL,3901.6686180788756,4016.6214390558753,114.95282097699965,114.952820977,1.0
Baseline Random,43,22000005,22,128,1024,LL,2088.403221462382,2275.865293018358,187.46207155597585,186.90687789087698,1.0029704292927253
Baseline Random,43,22000006,22,64,1024,SL,2275.865293018358,2376.8728191017526,101.00752608339462,101.00752608339441,1.0
Baseline Random,43,22000007,22,64,2048,SL,2376.8728191017526,2577.7249624391607,200.85214333740805,200.85214333740902,1.0
Baseline Random,43,22000008,22,160,2048,LL,2577.7249624391607,3036.2751441534256,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,22000009,22,160,2048,LL,3036.2751441534256,3494.8253258676905,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,22000010,22,80,256,SS,3494.8253258676905,3539.68474992867,44.85942406097956,32.085964974046185,1.3981011354112498
Baseline Random,43,22000011,22,200,1024,LL,3539.68474992867,3826.914221304494,287.2294713758238,283.5436075005082,1.0129992839824786
Baseline Random,43,22000012,22,80,2048,SL,3826.914221304494,4070.716081655311,243.80186035081715,243.80186035081854,1.0
Baseline Random,43,23000005,23,160,256,LS,2293.4923813231617,2365.5368385464453,72.04445722328364,58.92951067026337,1.222553121582906
Baseline Random,43,23000006,23,160,4096,LL,2365.5368385464453,3282.182288669738,916.6454501232929,915.9373744307104,1.0007730612510737
Baseline Random,43,23000007,23,128,4096,LL,3282.182288669738,4026.3208902885717,744.1386016188335,744.1386016188327,1.0
Baseline Random,43,24000007,24,64,1024,SL,2127.218572650327,2259.066930438907,131.84835778857996,101.00752608339441,1.3053320173362386
Baseline Random,43,24000008,24,128,2048,LL,2259.066930438907,2637.921738913822,378.854808474915,372.6508694745985,1.0166481269963583
Baseline Random,43,24000009,24,160,4096,LL,2637.921738913822,3553.8591133445307,915.9373744307086,915.9373744307104,1.0
Baseline Random,43,24000010,24,200,1024,LL,3553.8591133445307,3837.4027208450398,283.5436075005091,283.5436075005082,1.0
Baseline Random,43,24000011,24,32,1024,SL,3837.4027208450398,3895.4605734776787,58.05785263263897,58.057852632638046,1.0
Baseline Random,43,24000012,24,80,1024,SL,3895.4605734776787,4018.9428010750935,123.48222759741475,122.48236916054397,1.0081632845912722
Baseline Random,43,25000007,25,200,2048,LL,2078.1265627743433,2644.0508655036083,565.924302729265,565.9243027292647,1.0
Baseline Random,43,25000008,25,32,4096,SL,2644.0508655036083,2872.7936014706556,228.74273596704734,228.74273596704626,1.0
Baseline Random,43,25000009,25,200,4096,LL,2872.7936014706556,4003.479907706189,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,43,26000005,26,200,4096,LL,2263.8228422289762,3394.509148464509,1130.6863062355328,1130.6863062355314,1.0
Baseline Random,43,26000006,26,32,4096,SL,3394.509148464509,3623.2518844315564,228.74273596704734,228.74273596704626,1.0
Baseline Random,43,26000007,26,64,4096,SL,3623.2518844315564,4023.793244117067,400.54135968551054,400.5413596855101,1.0
Baseline Random,43,27000007,27,128,1024,LL,2227.5747388252853,2414.6237900595625,187.04905123427716,186.90687789087698,1.0007606640536961
Baseline Random,43,27000008,27,80,2048,SL,2414.6237900595625,2658.4256504103796,243.80186035081715,243.80186035081854,1.0
Baseline Random,43,27000009,27,200,256,LS,2658.4256504103796,2731.7492196998437,73.3235692894641,72.35128428205302,1.0134383932097286
Baseline Random,43,27000010,27,160,2048,LL,2731.7492196998437,3190.2994014141086,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,27000011,27,200,2048,LL,3190.2994014141086,3756.2237041433737,565.924302729265,565.9243027292647,1.0
Baseline Random,43,27000012,27,32,1024,SL,3756.2237041433737,3815.273640734662,59.049936591288315,58.057852632638046,1.0170878514044894
Baseline Random,43,27000013,27,128,256,LS,3815.273640734662,3868.3959934182476,53.12235268358563,48.19209238871334,1.1023043418639147
Baseline Random,43,27000014,27,80,2048,SL,3868.3959934182476,4112.197853769065,243.80186035081715,243.80186035081854,1.0
Baseline Random,43,28000011,28,200,2048,LL,2364.135687383959,2930.059990113224,565.924302729265,565.9243027292647,1.0
Baseline Random,43,28000012,28,160,4096,LL,2930.059990113224,3845.997364543933,915.937374430709,915.9373744307104,1.0
Baseline Random,43,28000013,28,200,4096,LL,3845.997364543933,4976.683670779466,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,43,29000008,29,128,2048,LL,2790.8849864236454,3163.5358558982425,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,29000009,29,64,4096,SL,3163.5358558982425,3564.077215583753,400.54135968551054,400.5413596855101,1.0
Baseline Random,43,29000010,29,200,2048,LL,3564.077215583753,4130.001518313018,565.924302729265,565.9243027292647,1.0
Baseline Random,43,30000009,30,200,2048,LL,2051.972142340353,2633.519619800326,581.5474774599729,565.9243027292647,1.0276064743206166
Baseline Random,43,30000010,30,64,256,SS,2633.519619800326,2662.2486629984887,28.7290431981628,26.717256165257165,1.075299163224768
Baseline Random,43,30000011,30,80,2048,SL,2662.2486629984887,2909.9926471986164,247.74398420012767,243.80186035081854,1.0161693755889993
Baseline Random,43,30000012,30,200,4096,LL,2909.9926471986164,4040.6789534341497,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,43,31000011,31,160,4096,LL,2580.2794922368494,3496.216866667558,915.9373744307086,915.9373744307104,1.0
Baseline Random,43,31000012,31,160,4096,LL,3496.216866667558,4412.1542410982665,915.9373744307086,915.9373744307104,1.0
流量分配 Random,7,5,0,80,2048,SL,2851.377331265041,3095.179191615858,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,6,0,64,2048,SL,3095.179191615858,3296.031334953266,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,7,0,80,1024,SL,3296.031334953266,3418.5137041138114,122.4823691605452,122.48236916054397,1.0
流量分配 Random,7,8,0,64,2048,SL,3418.5137041138114,3619.3658474512195,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,9,0,200,256,LS,3619.3658474512195,3691.7171317332723,72.3512842820528,72.35128428205302,1.0
流量分配 Random,7,10,0,200,2048,LL,3691.7171317332723,4275.039163975721,583.3220322424486,565.9243027292647,1.0307421494876265
流量分配 Random,7,1000006,1,32,2048,SL,2268.8252311381643,2383.778052115164,114.95282097699965,114.952820977,1.0
流量分配 Random,7,1000007,1,128,4096,LL,2383.778052115164,3127.9166537339975,744.1386016188335,744.1386016188327,1.0
流量分配 Random,7,1000008,1,200,4096,LL,3127.9166537339975,4258.60295996953,1130.6863062355328,1130.6863062355314,1.0
流量分配 Random,7,2000006,2,160,4096,LL,2037.4227224281842,2953.3600968588935,915.9373744307093,915.9373744307104,1.0
流量分配 Random,7,2000007,2,32,4096,SL,2953.3600968588935,3182.102832825941,228.74273596704734,228.74273596704626,1.0
流量分配 Random,7,2000008,2,32,256,SS,3182.102832825941,3198.08267039373,15.979837567789218,15.979837567787547,1.0
流量分配 Random,7,2000009,2,64,2048,SL,3198.08267039373,3400.651305484882,202.56863509115192,200.85214333740902,1.008546046485844
流量分配 Random,7,2000010,2,160,2048,LL,3400.651305484882,3859.201487199147,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,2000011,2,80,4096,SL,3859.201487199147,4345.642313983164,486.4408267840172,486.44082678401566,1.0
流量分配 Random,7,3000006,3,32,2048,SL,2219.8782862203734,2334.831107197373,114.95282097699965,114.952820977,1.0
流量分配 Random,7,3000007,3,32,2048,SL,2334.831107197373,2449.7839281743727,114.95282097699965,114.952820977,1.0
流量分配 Random,7,3000008,3,80,2048,SL,2449.7839281743727,2693.58578852519,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,3000009,3,128,2048,LL,2693.58578852519,3066.236657999787,372.65086947459713,372.6508694745985,1.0
流量分配 Random,7,3000010,3,64,2048,SL,3066.236657999787,3267.088801337195,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,3000011,3,160,2048,LL,3267.088801337195,3725.63898305146,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,3000012,3,128,4096,LL,3725.63898305146,4469.777584670293,744.1386016188335,744.1386016188327,1.0
流量分配 Random,7,4000007,4,80,2048,SL,2478.7122278925626,2722.51408824338,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,4000008,4,80,4096,SL,2722.51408824338,3208.954915027395,486.44082678401537,486.44082678401566,1.0
流量分配 Random,7,4000009,4,64,2048,SL,3208.954915027395,3409.807058364803,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,4000010,4,80,2048,SL,3409.807058364803,3653.6089187156203,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,4000011,4,160,2048,LL,3653.6089187156203,4112.159100429885,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,5000005,5,32,4096,SL,2002.5725319531489,2231.3152679201958,228.74273596704688,228.74273596704626,1.0
流量分配 Random,7,5000006,5,200,256,LS,2231.3152679201958,2303.6665522022486,72.3512842820528,72.35128428205302,1.0
流量分配 Random,7,5000007,5,64,1024,SL,2303.6665522022486,2404.674078285643,101.00752608339462,101.00752608339441,1.0
流量分配 Random,7,5000008,5,128,2048,LL,2404.674078285643,2777.3249477602403,372.65086947459713,372.6508694745985,1.0
流量分配 Random,7,5000009,5,128,2048,LL,2777.3249477602403,3149.9758172348375,372.65086947459713,372.6508694745985,1.0
流量分配 Random,7,5000010,5,160,256,LS,3149.9758172348375,3209.245555883368,59.26973864853062,58.92951067026337,1.0057734736704498
流量分配 Random,7,5000011,5,160,2048,LL,3209.245555883368,3673.6108032123248,464.3652473289567,458.55018171426593,1.0126814160076252
流量分配 Random,7,5000012,5,200,2048,LL,3673.6108032123248,4239.535105941589,565.9243027292641,565.9243027292647,1.0
流量分配 Random,7,6000005,6,64,4096,SL,2288.0904539459793,2688.63181363149,400.54135968551054,400.5413596855101,1.0
流量分配 Random,7,6000006,6,32,2048,SL,2688.63181363149,2803.5846346084895,114.95282097699965,114.952820977,1.0
流量分配 Random,7,6000007,6,200,4096,LL,2803.5846346084895,3934.2709408440223,1130.6863062355328,1130.6863062355314,1.0
流量分配 Random,7,6000008,6,160,2048,LL,3934.2709408440223,4392.821122558287,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,7000006,7,128,2048,LL,2350.1950678900143,2722.8459373646115,372.65086947459713,372.6508694745985,1.0
流量分配 Random,7,7000007,7,160,2048,LL,2722.8459373646115,3181.3961190788764,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,7000008,7,32,4096,SL,3181.3961190788764,3410.1388550459237,228.74273596704734,228.74273596704626,1.0
流量分配 Random,7,7000009,7,160,4096,LL,3410.1388550459237,4326.076229476633,915.937374430709,915.9373744307104,1.0
流量分配 Random,7,8000006,8,128,4096,LL,2263.8080337449746,3007.946635363808,744.1386016188335,744.1386016188327,1.0
流量分配 Random,7,8000007,8,64,256,SS,3007.946635363808,3034.663891529067,26.717256165258732,26.717256165257165,1.0
流量分配 Random,7,8000008,8,80,256,SS,3034.663891529067,3066.749856503112,32.085964974045055,32.085964974046185,1.0
流量分配 Random,7,8000009,8,200,2048,LL,3066.749856503112,3639.250670751416,572.5008142483039,565.9243027292647,1.011620832481169
流量分配 Random,7,8000010,8,200,2048,LL,3639.250670751416,4205.17497348068,565.9243027292641,565.9243027292647,1.0
流量分配 Random,7,9000007,9,160,256,LS,2143.1445898952466,2202.0741005655095,58.92951067026297,58.92951067026337,1.0
流量分配 Random,7,9000008,9,64,4096,SL,2202.0741005655095,2602.61546025102,400.54135968551054,400.5413596855101,1.0
流量分配 Random,7,9000009,9,160,4096,LL,2602.61546025102,3518.552834681729,915.937374430709,915.9373744307104,1.0
流量分配 Random,7,9000010,9,80,2048,SL,3518.552834681729,3762.3546950325463,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,9000011,9,32,256,SS,3762.3546950325463,3778.3345326003355,15.979837567789218,15.979837567787547,1.0
流量分配 Random,7,9000012,9,32,4096,SL,3778.3345326003355,4008.7770155484654,230.44248294812996,228.74273596704626,1.0074308238637513
流量分配 Random,7,10000005,10,200,256,LS,2487.548248226175,2559.899532508228,72.3512842820528,72.35128428205302,1.0
流量分配 Random,7,10000006,10,200,2048,LL,2559.899532508228,3125.823835237493,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,10000007,10,128,256,LS,3125.823835237493,3174.528887930936,48.70505269344312,48.19209238871334,1.010644076222968
流量分配 Random,7,10000008,10,128,4096,LL,3174.528887930936,3920.0278042448226,745.4989163138866,744.1386016188327,1.0018280394164403
流量分配 Random,7,10000009,10,32,4096,SL,3920.0278042448226,4148.77054021187,228.74273596704734,228.74273596704626,1.0
流量分配 Random,7,11000009,11,128,2048,LL,2021.4188506849798,2394.069720159577,372.65086947459736,372.6508694745985,1.0
流量分配 Random,7,11000010,11,80,2048,SL,2394.069720159577,2637.8715805103943,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,11000011,11,160,4096,LL,2637.8715805103943,3553.8089549411034,915.937374430709,915.9373744307104,1.0
流量分配 Random,7,11000012,11,32,2048,SL,3553.8089549411034,3668.761775918103,114.95282097699965,114.952820977,1.0
流量分配 Random,7,11000013,11,128,4096,LL,3668.761775918103,4435.8185890127515,767.0568130946485,744.1386016188327,1.0307983101883957
流量分配 Random,7,12000006,12,160,256,LS,2073.167068448917,2132.0965791191798,58.92951067026297,58.92951067026337,1.0
流量分配 Random,7,12000007,12,32,2048,SL,2132.0965791191798,2247.0494000961794,114.95282097699965,114.952820977,1.0
流量分配 Random,7,12000008,12,80,2048,SL,2247.0494000961794,2490.8512604469965,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,12000009,12,200,2048,LL,2490.8512604469965,3056.7755631762616,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,12000010,12,160,2048,LL,3056.7755631762616,3515.3257448905265,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,12000011,12,32,4096,SL,3515.3257448905265,3744.068480857574,228.74273596704734,228.74273596704626,1.0
流量分配 Random,7,12000012,12,128,2048,LL,3744.068480857574,4116.719350332171,372.6508694745976,372.6508694745985,1.0
流量分配 Random,7,13000003,13,200,2048,LL,2218.9475274832703,2784.8718302125353,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,13000004,13,128,4096,LL,2784.8718302125353,3529.010431831369,744.1386016188335,744.1386016188327,1.0
流量分配 Random,7,13000005,13,80,2048,SL,3529.010431831369,3772.812292182186,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,13000006,13,128,2048,LL,3772.812292182186,4145.463161656784,372.65086947459804,372.6508694745985,1.0
流量分配 Random,7,14000008,14,200,4096,LL,2329.7407283045386,3460.427034540072,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,7,14000009,14,160,2048,LL,3460.427034540072,3918.977216254337,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,14000010,14,128,2048,LL,3918.977216254337,4291.628085728936,372.65086947459895,372.6508694745985,1.0
流量分配 Random,7,15000006,15,32,1024,SL,2499.1890447956207,2557.2468974282597,58.05785263263897,58.057852632638046,1.0
流量分配 Random,7,15000007,15,160,4096,LL,2557.2468974282597,3482.3421898734678,925.0952924452081,915.9373744307104,1.0099984106666569
流量分配 Random,7,15000008,15,64,2048,SL,3482.3421898734678,3683.194333210876,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,15000009,15,200,4096,LL,3683.194333210876,4813.880639446409,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,7,16000011,16,200,2048,LL,3077.2455710299255,3643.1698737591905,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,16000012,16,64,2048,SL,3643.1698737591905,3844.0220170965986,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,16000013,16,160,1024,LL,3844.0220170965986,4076.2250738024363,232.20305670583775,229.85653940820262,1.0102086166600983
流量分配 Random,7,17000006,17,32,4096,SL,2006.3095041443298,2235.0522401113767,228.74273596704688,228.74273596704626,1.0
流量分配 Random,7,17000007,17,80,2048,SL,2235.0522401113767,2478.854100462194,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,17000008,17,200,2048,LL,2478.854100462194,3044.778403191459,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,17000009,17,200,2048,LL,3044.778403191459,3610.702705920724,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,17000010,17,32,2048,SL,3610.702705920724,3725.6555268977236,114.95282097699965,114.952820977,1.0
流量分配 Random,7,17000011,17,64,4096,SL,3725.6555268977236,4126.196886583234,400.54135968551054,400.5413596855101,1.0
流量分配 Random,7,18000009,18,80,2048,SL,2071.914994536301,2315.716854887118,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,18000010,18,128,4096,LL,2315.716854887118,3059.8554565059517,744.1386016188335,744.1386016188327,1.0
流量分配 Random,7,18000011,18,128,2048,LL,3059.8554565059517,3432.506325980549,372.65086947459713,372.6508694745985,1.0
流量分配 Random,7,18000012,18,64,2048,SL,3432.506325980549,3633.358469317957,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,18000013,18,128,4096,LL,3633.358469317957,4377.49707093679,744.138601618833,744.1386016188327,1.0
流量分配 Random,7,19000008,19,128,4096,LL,2182.4829154201543,2926.621517038988,744.1386016188335,744.1386016188327,1.0
流量分配 Random,7,19000009,19,200,2048,LL,2926.621517038988,3492.545819768253,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,19000010,19,80,4096,SL,3492.545819768253,3978.986646552268,486.44082678401537,486.44082678401566,1.0
流量分配 Random,7,19000011,19,160,2048,LL,3978.986646552268,4437.536828266533,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,20000008,20,80,2048,SL,2211.425769533986,2455.2276298848033,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,20000009,20,32,4096,SL,2455.2276298848033,2683.9703658518506,228.74273596704734,228.74273596704626,1.0
流量分配 Random,7,20000010,20,32,2048,SL,2683.9703658518506,2798.9231868288502,114.95282097699965,114.952820977,1.0
流量分配 Random,7,20000011,20,32,2048,SL,2798.9231868288502,2913.87600780585,114.95282097699965,114.952820977,1.0
流量分配 Random,7,20000012,20,32,1024,SL,2913.87600780585,2971.933860438489,58.05785263263897,58.057852632638046,1.0
流量分配 Random,7,20000013,20,80,256,SS,2971.933860438489,3004.019825412534,32.085964974045055,32.085964974046185,1.0
流量分配 Random,7,20000014,20,64,2048,SL,3004.019825412534,3204.871968749942,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,20000015,20,80,2048,SL,3204.871968749942,3448.673829100759,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,20000016,20,128,2048,LL,3448.673829100759,3827.79905735754,379.1252282567807,372.6508694745985,1.017373792234298
流量分配 Random,7,20000017,20,32,4096,SL,3827.79905735754,4056.541793324587,228.74273596704734,228.74273596704626,1.0
流量分配 Random,7,21000006,21,32,2048,SL,2473.730139352573,2588.682960329573,114.95282097699965,114.952820977,1.0
流量分配 Random,7,21000007,21,128,256,LS,2588.682960329573,2636.8750527182847,48.1920923887119,48.19209238871334,1.0
流量分配 Random,7,21000008,21,64,2048,SL,2636.8750527182847,2837.7271960556927,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,21000009,21,200,2048,LL,2837.7271960556927,3403.6514987849578,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,21000010,21,32,1024,SL,3403.6514987849578,3461.7093514175967,58.05785263263897,58.057852632638046,1.0
流量分配 Random,7,21000011,21,160,4096,LL,3461.7093514175967,4377.646725848305,915.9373744307086,915.9373744307104,1.0
流量分配 Random,7,22000006,22,64,4096,SL,2169.5565548072514,2570.097914492762,400.54135968551054,400.5413596855101,1.0
流量分配 Random,7,22000007,22,80,2048,SL,2570.097914492762,2813.899774843579,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,22000008,22,80,4096,SL,2813.899774843579,3300.3406016275944,486.44082678401537,486.44082678401566,1.0
流量分配 Random,7,22000009,22,128,2048,LL,3300.3406016275944,3672.9914711021916,372.65086947459713,372.6508694745985,1.0
流量分配 Random,7,22000010,22,160,2048,LL,3672.9914711021916,4131.541652816457,458.55018171426536,458.55018171426593,1.0
流量分配 Random,7,23000008,23,200,4096,LL,2133.3235900765394,3264.0098963120727,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,7,23000009,23,32,2048,SL,3264.0098963120727,3378.9627172890723,114.95282097699965,114.952820977,1.0
流量分配 Random,7,23000010,23,160,1024,LL,3378.9627172890723,3608.8192566972757,229.8565394082034,229.85653940820262,1.0
流量分配 Random,7,23000011,23,128,4096,LL,3608.8192566972757,4352.957858316109,744.1386016188335,744.1386016188327,1.0
流量分配 Random,7,24000004,24,128,2048,LL,2405.1453937950387,2777.796263269636,372.65086947459713,372.6508694745985,1.0
流量分配 Random,7,24000005,24,160,4096,LL,2777.796263269636,3693.733637700345,915.937374430709,915.9373744307104,1.0
流量分配 Random,7,24000006,24,128,256,LS,3693.733637700345,3741.9257300890567,48.1920923887119,48.19209238871334,1.0
流量分配 Random,7,24000007,24,80,2048,SL,3741.9257300890567,3985.727590439874,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,24000008,24,128,2048,LL,3985.727590439874,4358.378459914474,372.65086947459986,372.6508694745985,1.0
流量分配 Random,7,25000005,25,64,4096,SL,2372.1904975684934,2772.731857254004,400.54135968551054,400.5413596855101,1.0
流量分配 Random,7,25000006,25,160,4096,LL,2772.731857254004,3688.669231684713,915.937374430709,915.9373744307104,1.0
流量分配 Random,7,25000007,25,80,2048,SL,3688.669231684713,3932.47109203553,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,25000008,25,64,2048,SL,3932.47109203553,4133.323235372939,200.85214333740896,200.85214333740902,1.0
流量分配 Random,7,26000005,26,32,1024,SL,2063.6664871046532,2121.724339737292,58.05785263263897,58.057852632638046,1.0
流量分配 Random,7,26000006,26,64,4096,SL,2121.724339737292,2522.2656994228028,400.54135968551054,400.5413596855101,1.0
流量分配 Random,7,26000007,26,128,2048,LL,2522.2656994228028,2894.9165688974,372.65086947459713,372.6508694745985,1.0
流量分配 Random,7,26000008,26,160,1024,LL,2894.9165688974,3124.7731083056033,229.8565394082034,229.85653940820262,1.0
流量分配 Random,7,26000009,26,200,1024,LL,3124.7731083056033,3408.3167158061124,283.5436075005091,283.5436075005082,1.0
流量分配 Random,7,26000010,26,64,2048,SL,3408.3167158061124,3609.1688591435204,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,26000011,26,32,2048,SL,3609.1688591435204,3724.12168012052,114.95282097699965,114.952820977,1.0
流量分配 Random,7,26000012,26,80,1024,SL,3724.12168012052,3846.6040492810653,122.4823691605452,122.48236916054397,1.0
流量分配 Random,7,26000013,26,32,2048,SL,3846.6040492810653,3961.556870258065,114.95282097699965,114.952820977,1.0
流量分配 Random,7,26000014,26,64,256,SS,3961.556870258065,3988.2741264233237,26.717256165258732,26.717256165257165,1.0
流量分配 Random,7,26000015,26,32,256,SS,3988.2741264233237,4004.253963991113,15.979837567789218,15.979837567787547,1.0
流量分配 Random,7,27000005,27,200,2048,LL,2459.9840170116695,3025.9083197409345,565.924302729265,565.9243027292647,1.0
流量分配 Random,7,27000006,27,160,2048,LL,3025.9083197409345,3484.4585014551994,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,27000007,27,64,2048,SL,3484.4585014551994,3685.3106447926075,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,27000008,27,80,1024,SL,3685.3106447926075,3807.7930139531527,122.4823691605452,122.48236916054397,1.0
流量分配 Random,7,27000009,27,200,4096,LL,3807.7930139531527,4942.246588429256,1134.4535744761033,1130.6863062355314,1.003331842103151
流量分配 Random,7,28000004,28,160,2048,LL,2207.8582675585462,2666.408449272811,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,28000005,28,128,256,LS,2666.408449272811,2714.600541661523,48.1920923887119,48.19209238871334,1.0
流量分配 Random,7,28000006,28,80,2048,SL,2714.600541661523,2958.40240201234,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,28000007,28,32,2048,SL,2958.40240201234,3073.35522298934,114.95282097699965,114.952820977,1.0
流量分配 Random,7,28000008,28,160,2048,LL,3073.35522298934,3531.9054047036047,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,28000009,28,32,2048,SL,3531.9054047036047,3646.8582256806044,114.95282097699965,114.952820977,1.0
流量分配 Random,7,28000010,28,64,2048,SL,3646.8582256806044,3847.7103690180124,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,28000011,28,80,256,SS,3847.7103690180124,3879.7963339920575,32.085964974045055,32.085964974046185,1.0
流量分配 Random,7,28000012,28,200,1024,LL,3879.7963339920575,4164.943706318931,285.1473723268732,283.5436075005082,1.005656148768447
流量分配 Random,7,29000003,29,128,256,LS,2371.5616248068663,2419.7537171955782,48.1920923887119,48.19209238871334,1.0
流量分配 Random,7,29000004,29,128,4096,LL,2419.7537171955782,3163.8923188144117,744.1386016188335,744.1386016188327,1.0
流量分配 Random,7,29000005,29,160,4096,LL,3163.8923188144117,4079.8296932451203,915.9373744307086,915.9373744307104,1.0
流量分配 Random,7,30000007,30,64,2048,SL,2061.6345477667383,2262.4866911041463,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,30000008,30,32,2048,SL,2262.4866911041463,2377.439512081146,114.95282097699965,114.952820977,1.0
流量分配 Random,7,30000009,30,32,4096,SL,2377.439512081146,2606.1822480481933,228.74273596704734,228.74273596704626,1.0
流量分配 Random,7,30000010,30,160,1024,LL,2606.1822480481933,2836.0387874563967,229.8565394082034,229.85653940820262,1.0
流量分配 Random,7,30000011,30,80,2048,SL,2836.0387874563967,3079.840647807214,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,30000012,30,160,2048,LL,3079.840647807214,3538.3908295214787,458.5501817142649,458.55018171426593,1.0
流量分配 Random,7,30000013,30,32,2048,SL,3538.3908295214787,3653.3436504984784,114.95282097699965,114.952820977,1.0
流量分配 Random,7,30000014,30,128,1024,LL,3653.3436504984784,3861.4406230922864,208.096972593808,186.90687789087698,1.1133724715861049
流量分配 Random,7,30000015,30,64,2048,SL,3861.4406230922864,4062.2927664296944,200.85214333740805,200.85214333740902,1.0
流量分配 Random,7,31000005,31,200,4096,LL,2289.758444936978,3420.444751172511,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,7,31000006,31,80,2048,SL,3420.444751172511,3664.2466115233283,243.80186035081715,243.80186035081854,1.0
流量分配 Random,7,31000007,31,80,1024,SL,3664.2466115233283,3786.7289806838735,122.4823691605452,122.48236916054397,1.0
流量分配 Random,7,31000008,31,200,2048,LL,3786.7289806838735,4354.787517662245,568.0585369783712,565.9243027292647,1.0037712362568878
流量分配 Random,19,12,0,160,2048,LL,2161.3858487159023,2619.936030430167,458.5501817142649,458.55018171426593,1.0
流量分配 Random,19,13,0,200,2048,LL,2619.936030430167,3185.8603331594322,565.924302729265,565.9243027292647,1.0
流量分配 Random,19,14,0,128,4096,LL,3185.8603331594322,3929.9989347782657,744.1386016188335,744.1386016188327,1.0
流量分配 Random,19,15,0,200,1024,LL,3929.9989347782657,4213.542542278773,283.5436075005073,283.5436075005082,1.0
流量分配 Random,19,1000005,1,200,4096,LL,2272.542041653255,3403.2283478887884,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,19,1000006,1,64,4096,SL,3403.2283478887884,3803.769707574299,400.54135968551054,400.5413596855101,1.0
流量分配 Random,19,1000007,1,160,4096,LL,3803.769707574299,4719.707082005008,915.9373744307086,915.9373744307104,1.0
