time_ms,event,npu,request,layer,role
6083.9197796717,admission,24,55,0,0
6083.9197796717,compute_start,24,55,0,0
6109.0856328498,admission,24,56,0,0
6110.8256229274,compute_start,24,56,0,0
6137.7314661832,admission,24,57,0,0
6138.968272345,compute_start,24,57,0,0
6153.6941850575,admission,24,58,0,0
6153.6941850575,compute_start,24,58,0,0
6168.4200977701,admission,24,59,0,0
6168.4200977701,compute_start,24,59,0,0
6188.3659807154,admission,24,60,0,0
6190.105970793,compute_start,24,60,0,0
6217.0118140488,admission,24,61,0,0
6218.7518041264,compute_start,24,61,0,0
6238.1945031559,admission,24,62,0,0
6238.1945031559,compute_start,24,62,0,0
6252.9204158685,admission,24,63,0,0
6252.9204158685,compute_start,24,63,0,0
6267.646328581,admission,24,64,0,0
6269.3863186586,compute_start,24,64,0,0
6296.2921619144,admission,24,65,0,0
6298.032151992,compute_start,24,65,0,0
6322.6948212543,admission,24,66,0,0
6322.6948212543,compute_start,24,66,0,0
6337.4207339669,admission,24,67,0,0
6337.4207339669,compute_start,24,67,0,0
6352.1466466794,admission,24,68,0,0
6352.1466466794,compute_start,24,68,0,0
6375.57250978,admission,24,69,0,0
6377.3124998576,compute_start,24,69,0,0
6404.2183431133,admission,24,70,0,0
6405.9583331909,compute_start,24,70,0,0
6421.9210520653,admission,24,71,0,0
6421.9210520653,compute_start,24,71,0,0
6436.6469647778,admission,24,72,0,0
6436.6469647778,compute_start,24,72,0,0
6453.749169277,admission,24,73,0,0
6454.5939770629,compute_start,24,73,0,0
6475.233544277,admission,24,74,0,0
6476.0783520629,compute_start,24,74,0,0
6493.7769202939,admission,24,75,0,0
6493.7769202939,compute_start,24,75,0,0
6508.5028330064,admission,24,76,0,0
6508.5028330064,compute_start,24,76,0,0
6523.228745719,admission,24,77,0,1
6534.9276387914,compute_start,24,77,0,1
6535.0343183136,admission,0,77,0,1
6535.0343183136,compute_start,0,77,0,1
6535.1409978358,admission,16,77,0,1
6535.1409978358,compute_start,16,77,0,1
6535.2476773581,admission,8,77,0,0
6535.2476773581,compute_start,8,77,0,0
6562.1535206138,admission,8,78,0,0
6563.8935106914,compute_start,8,78,0,0
6590.7156726095,admission,8,79,0,0
6590.7156726095,compute_start,8,79,0,0
6605.4415853221,admission,8,80,0,0
6605.4415853221,compute_start,8,80,0,0
6620.1674980346,admission,8,81,0,0
6620.1674980346,compute_start,8,81,0,0
6641.8533710576,admission,8,82,0,0
6643.5933611352,compute_start,8,82,0,0
6670.4992043909,admission,8,83,0,0
6672.2391944685,compute_start,8,83,0,0
6690.0412395508,admission,8,84,0,0
6690.0412395508,compute_start,8,84,0,0
6704.7671522633,admission,8,85,0,0
6704.7671522633,compute_start,8,85,0,0
6721.2330550535,admission,8,86,0,0
6722.9730451311,compute_start,8,86,0,0
6749.8788883868,admission,8,87,0,0
6751.6188784644,compute_start,8,87,0,0
6774.5415576492,admission,8,88,0,0
6774.5415576492,compute_start,8,88,0,0
6789.2674703617,admission,8,89,0,0
6789.2674703617,compute_start,8,89,0,0
6803.9933830743,admission,8,90,0,0
6803.9933830743,compute_start,8,90,0,0
6829.1592362524,admission,8,91,0,0
6830.89922633,compute_start,8,91,0,0
6857.8050695858,admission,8,92,0,0
6859.0418757476,compute_start,8,92,0,0
6873.7677884601,admission,8,93,0,0
6873.7677884601,compute_start,8,93,0,0
6888.4937011727,admission,8,94,0,0
6888.4937011727,compute_start,8,94,0,0
6908.439584118,admission,8,95,0,0
6910.1795741956,compute_start,8,95,0,0
6937.0854174514,admission,8,96,0,0
6938.825407529,compute_start,8,96,0,0
6958.2681065585,admission,8,97,0,0
6958.2681065585,compute_start,8,97,0,0
6972.9940192711,admission,8,98,0,0
6972.9940192711,compute_start,8,98,0,0
6987.7199319836,admission,8,99,0,0
6989.4599220612,compute_start,8,99,0,0
7016.365765317,admission,8,100,0,0
7018.1057553946,compute_start,8,100,0,0
7042.7684246569,admission,8,101,0,0
7042.7684246569,compute_start,8,101,0,0
7057.4943373695,admission,8,102,0,0
7057.4943373695,compute_start,8,102,0,0
7072.220250082,admission,8,103,0,0
7072.220250082,compute_start,8,103,0,0
7095.6461131826,admission,8,104,0,0
7097.3861032602,compute_start,8,104,0,0
7124.2919465159,admission,8,105,0,0
7126.0319365935,compute_start,8,105,0,0
7141.9946554679,admission,8,106,0,0
7141.9946554679,compute_start,8,106,0,0
7156.7205681804,admission,8,107,0,0
7156.7205681804,compute_start,8,107,0,0
7173.8227726796,admission,8,108,0,0
7174.6675804655,compute_start,8,108,0,0
7195.3071476796,admission,8,109,0,0
7196.1519554655,compute_start,8,109,0,0
7213.8505236965,admission,8,110,0,0
7213.8505236965,compute_start,8,110,0,0
7228.576436409,admission,8,111,0,0
7228.576436409,compute_start,8,111,0,0
7243.3023491216,admission,8,112,0,1
7255.001242194,compute_start,8,112,0,1
7255.1079217162,admission,24,78,0,1
7255.1079217162,compute_start,24,78,0,1
7255.2146012384,admission,0,78,0,1
7255.2146012384,compute_start,0,78,0,1
7255.3212807607,admission,16,78,0,0
7255.3212807607,compute_start,16,78,0,0
7282.2271240164,admission,16,79,0,0
