name,window,npu,A_compute_ms,B_compute_ms,U_percent,active_ms,both_AB
A200m2048_B32m2048_s2_r12_random_seed7,long,1,6180.034588786595,1819.9654112134044,100.0,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,2,6010.901374397096,1983.1870380062264,99.92610515504154,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,3,4921.512531810815,3078.4620587892477,99.9996823825008,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,4,5659.243027292638,2337.6021847204847,99.96056515016403,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,5,5467.938118839076,2528.9620614940304,99.96125225416384,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,6,5383.375611685186,2613.1114504485495,99.9560882766717,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,7,6383.393872623968,1609.3394936780128,99.90916707877476,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,8,6124.64732216584,1872.5189400064028,99.96457827715302,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,9,5354.32052242038,2643.9148824710214,99.97794256114253,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,10,6225.167330021905,1774.832669978095,100.0,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,11,5276.385169448111,2719.940859669823,99.95407536397417,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,12,5583.404036141909,2414.009240517015,99.96766595823657,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,13,5659.2430272926385,2337.088995870188,99.95415028953532,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,14,6160.754864368006,1839.2451356319943,100.0,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,long,15,6100.447090846755,1895.9860096686243,99.95541375644224,8000.0,True
A200m2048_B32m2048_s2_r12_random_seed7,full,0,9620.713146397515,3908.395913218069,98.83008970773837,13606.49636523899,True
A200m2048_B32m2048_s2_r12_random_seed7,full,1,9620.713146397506,3908.3959132181044,98.83008970773855,13588.100875429716,True
A200m2048_B32m2048_s2_r12_random_seed7,full,2,9620.713146397513,3908.395913218098,98.83008970773855,13614.141981243947,True
A200m2048_B32m2048_s2_r12_random_seed7,full,3,9620.713146397513,3908.3959132180794,98.83008970773841,13576.191811283938,True
A200m2048_B32m2048_s2_r12_random_seed7,full,4,9620.713146397511,3908.395913218077,98.8300897077384,13576.204483255706,True
A200m2048_B32m2048_s2_r12_random_seed7,full,5,9620.71314639751,3908.395913218077,98.83008970773838,13572.784779186757,True
A200m2048_B32m2048_s2_r12_random_seed7,full,6,9620.713146397517,3908.3959132180416,98.83008970773818,13570.88105955479,True
A200m2048_B32m2048_s2_r12_random_seed7,full,7,9620.713146397506,3908.395913218115,98.83008970773864,13588.619019429705,True
A200m2048_B32m2048_s2_r12_random_seed7,full,8,9620.713146397507,3908.3959132181126,98.83008970773864,13609.857258266786,True
A200m2048_B32m2048_s2_r12_random_seed7,full,9,9620.713146397517,3908.3959132180553,98.83008970773827,13689.261134563414,True
A200m2048_B32m2048_s2_r12_random_seed7,full,10,9620.71314639751,3908.395913218098,98.83008970773852,13607.595731639018,True
